,Income,MonthlyCharge
2423,8461.71,159.983
2424,15264.99,127.4421
2425,78456.37,237.6549
2426,26944.14,112.4551
2427,28435.83,152.4555
2428,64651.67,220.1149
2429,21196.66,179.9476
2430,41959.76,172.4567
2431,29743.38,139.9875
2432,62190.11,159.9794
2433,27766.98,164.9647
2434,30756.71,157.4836
2435,55663.41,200.1185
2436,79846.9,182.4538
2438,44078.45,139.965
2439,64027.82,169.9447
2440,8996.2,184.9785
2442,43467.62,222.6281
2443,59419.82,222.6326
2444,35143.78,242.6106
2445,50968.3,179.9476
2446,35587.78,235.1372
2447,46121.72,262.6106
2448,108839.1,117.4872
2449,18975.18,204.9797
2452,21542.79,139.9349
2453,24072.56,230.1051
2454,54215.89,242.6143
2455,45830.71,162.497
2456,20415.05,129.9483
2457,28911.98,139.965
2458,32193.76,182.4433
2459,22663.77,127.4601
2460,43925.68,154.9755
2461,18521.02,152.4579
2462,68335.57,134.9509
2463,48414.97,140.0013
2465,58940.98,197.4702
2466,19498.34,129.9621
2467,69988.77,197.4702
2468,37908.68,187.6094
2469,21594.91,192.4404
2471,35706.95,139.9512
2473,29602.2,194.9525
2474,37471.31,174.9768
2475,5923.37,192.4705
2477,108135.1,149.9621
2478,75295.21,217.484
2479,64898.06,242.6281
2480,78472.21,132.466
2482,33348.43,117.4392
2483,53517.12,202.4433
2484,58015.78,140.0013
2485,90699.09,162.4676
2486,76925.67,142.4713
2487,27140.05,255.1198
2488,104480.4,275.1336
2489,81491.12,200.1185
2491,40719.95,147.4738
2492,42866.35,232.6415
2493,35939.16,127.4601
2494,14709.22,194.9581
2495,101534.0,210.1051
2496,28100.13,179.9476
2497,55888.81,154.9755
2498,24604.91,182.447
2499,8137.46,222.6281
2500,36643.74,137.4686
2501,24503.85,152.5104
2502,7332.51,162.4713
2503,14741.19,169.9447
2504,51673.68,162.4713
2505,29958.36,162.4827
2506,33929.5,182.4676
2507,5782.82,119.9568
2508,62989.06,162.447
2509,47245.51,182.4833
2510,35261.47,147.4601
2511,53116.06,159.9349
2512,32014.25,164.967
2513,18846.03,194.9663
2514,26639.43,240.1149
2515,17126.28,160.0013
2516,31155.68,242.6326
2517,17089.71,200.1323
2518,67354.4,149.9447
2520,31697.79,207.4754
2521,57549.87,172.4705
2522,14876.32,159.9656
2524,21028.18,255.1555
2525,901.21,179.9656
2526,71373.4,252.624
2527,90664.75,112.4551
2528,23553.75,184.9785
2529,25340.62,142.4689
2530,38566.88,255.1336
2532,39328.19,220.1323
2534,20773.28,162.447
2535,62362.09,137.4392
2536,34835.04,147.4421
2537,23000.55,184.9853
2539,20236.81,179.9656
2540,40019.17,127.4738
2541,28664.45,149.9378
2542,22793.73,207.4811
2543,20985.69,245.132
2544,10072.69,182.497
2545,20613.16,132.466
2546,56002.38,172.4579
2548,59010.69,242.6326
2549,46199.89,147.4783
2552,45016.56,222.6143
2553,50375.2,232.6415
2556,40826.44,147.4421
2557,25770.44,137.4698
2558,49535.29,199.9902
2560,63348.18,172.4705
2562,23481.88,184.9647
2563,20613.38,167.4564
2564,142650.5,245.1283
2566,31492.57,230.1051
2567,12652.67,139.9568
2568,19685.04,174.9768
2569,65315.4,137.4686
2570,42613.78,162.4833
2571,8414.55,179.9476
2572,4397.39,182.447
2573,27105.8,167.4564
2575,12188.82,152.466
2576,24625.37,162.4676
2577,7418.73,277.6513
2578,25696.67,194.9663
2579,26594.83,162.447
2580,24431.39,174.9768
2581,67833.88,142.5007
2582,39258.2,194.9744
2583,51872.86,217.4702
2584,41212.98,202.6362
2585,38585.6,167.4564
2586,20896.26,207.4974
2587,60239.95,162.4827
2588,47017.43,124.9781
2589,11250.31,240.1149
2590,70435.61,149.9447
2591,12861.54,139.9875
2592,40879.22,112.4551
2593,44462.77,104.9643
2597,61478.9,139.965
2598,81376.2,159.9656
2599,46435.57,140.0049
2600,40402.71,159.9794
2602,9336.09,207.4754
2603,28954.2,159.9349
2604,32952.41,202.65
2605,71113.67,124.9781
2606,46183.09,252.6378
2607,90253.73,162.447
2608,57292.08,124.9607
2609,42550.92,277.6375
2610,38411.45,232.6378
2611,51136.82,140.0049
2612,17595.76,159.9512
2616,54507.42,255.1417
2617,62656.2,129.9621
2618,41577.62,139.9349
2619,27520.03,202.65
2621,40835.59,172.4705
2624,47950.33,147.4421
2625,36470.53,114.9728
2627,20980.42,275.1336
2628,6315.61,255.1555
2629,6074.44,162.4713
2631,18377.18,137.4872
2632,128114.3,217.4702
2635,30462.45,164.967
2636,20382.46,197.484
2637,41658.22,137.4836
2638,35311.08,184.9647
2639,9961.23,124.9781
2640,43867.04,222.6143
2642,39377.62,142.5007
2643,77380.28,240.1149
2644,40628.46,164.9889
2645,29680.81,194.9768
2646,35023.76,137.4686
2647,14527.8,220.1185
2648,38936.96,182.4676
2649,30767.83,179.9476
2650,27832.64,134.9509
2652,7004.93,172.4885
2653,18129.29,149.9621
2654,6843.81,162.447
2655,49271.78,245.147
2656,52374.17,252.6378
2657,39603.42,159.9875
2658,138555.9,142.4827
2659,20246.17,184.9853
2660,18373.26,147.4421
2662,31246.25,132.4798
2664,77277.55,184.9647
2667,32982.82,127.4421
2668,13139.33,179.9794
2669,48293.12,202.65
2671,10487.07,252.624
2672,25280.79,127.4421
2673,58622.05,182.4433
2674,28051.07,195.0062
2675,70321.71,187.4847
2677,27290.36,159.9512
2678,60280.07,132.466
2680,23624.9,149.9483
2681,46431.14,194.9663
2682,58988.72,154.9618
2684,4480.29,127.4421
2685,57944.08,172.4555
2687,67090.95,147.4783
2689,75633.41,164.9785
2690,18944.96,172.4579
2691,8840.8,257.6549
2692,40316.05,184.967
2693,29693.07,147.4601
2695,18549.91,240.1149
2696,50263.94,174.9882
2697,18967.02,217.484
2698,57675.63,184.9797
2699,40279.05,169.9741
2701,48969.64,147.4421
2702,22041.71,149.9598
2703,25491.07,192.4705
2704,23705.5,152.4579
2705,16680.61,182.4653
2706,108960.7,159.9656
2710,68024.79,232.6415
2713,11132.31,194.9663
2715,18437.44,174.9755
2716,30615.01,169.9378
2718,22641.64,207.4811
2720,34970.28,162.4653
2721,19437.76,124.9643
2723,23089.13,159.965
2725,52581.07,194.9744
2726,38850.73,255.1336
2727,23117.3,117.4872
2728,5676.28,265.1283
2732,33541.35,192.4885
2733,23584.78,199.9902
2734,23841.62,147.4421
2736,30262.99,210.127
2737,31246.64,207.6094
2738,23454.98,232.6228
2739,28125.61,197.4945
2741,22540.94,127.4421
2742,21497.29,252.6378
2743,24700.6,152.466
2744,20319.77,232.6415
2745,46273.12,132.466
2746,34257.36,204.9634
2748,34162.04,230.1051
2749,66664.82,267.6647
2750,40411.35,222.65
2751,70844.17,169.9447
2752,105396.3,242.6143
2753,58049.87,172.4624
2754,32423.61,162.4653
2755,115440.4,149.9447
2756,9534.08,149.9915
2757,16895.6,172.4705
2758,23624.66,204.9797
2759,41221.83,157.4698
2760,13332.2,157.4698
2761,27065.38,217.4725
2763,34193.65,147.4564
2764,23676.96,149.9915
2765,5189.69,179.9476
2766,17430.05,192.4567
2767,80678.93,172.4579
2769,35453.68,119.9568
2770,25946.0,92.45514
2771,35334.17,197.4702
2772,15826.38,169.9741
2773,21603.64,164.9853
2774,51354.08,169.9378
2775,17993.91,172.4567
2776,25776.46,182.4433
2777,18914.81,127.4783
2781,27485.23,184.967
2782,73686.44,139.983
2784,45196.73,172.4579
2785,50520.8,227.4754
2786,29765.16,132.466
2787,18670.89,127.4601
2790,62480.22,152.4441
2791,12031.44,267.6647
2792,51380.67,172.4555
2793,29305.72,159.9875
2794,8716.91,182.447
2796,131511.8,172.4885
2798,16764.77,149.9741
2799,17263.54,265.147
2800,61325.92,117.4392
2802,108914.2,242.6281
2803,32202.44,202.6362
2804,68517.92,200.1185
2805,71588.69,210.127
2806,47120.5,124.9781
2807,14745.74,149.9928
2810,29321.34,265.1283
2811,21988.64,214.9525
2812,152131.7,162.4689
2817,97763.56,149.9778
2818,26735.83,137.4872
2820,7585.29,184.9797
2821,44055.54,230.1051
2822,17442.95,222.65
2824,92155.37,192.4404
2825,13638.96,142.4526
2826,14921.92,152.466
2827,69293.12,255.1555
2828,3004.46,172.4555
2830,47463.53,235.1591
2832,146951.6,172.4441
2833,23567.27,230.1051
2834,32526.64,184.9853
2835,9612.82,124.9781
2838,56186.38,164.967
2839,48327.1,174.9768
2840,38793.75,232.6228
2841,58157.76,169.9447
2842,23706.3,112.4551
2843,30493.16,220.1185
2844,37555.8,220.1149
2845,24322.78,152.4742
2846,68284.56,157.4698
2847,54067.41,225.132
2848,37185.6,164.9889
2851,145163.1,159.9794
2853,27803.88,204.9496
2855,43334.45,169.9447
2857,19366.57,212.6228
2858,56067.63,137.4836
2859,29044.8,204.9797
2860,105033.0,262.6106
2861,116453.0,129.9598
2862,63171.36,162.4538
2863,52931.37,152.4555
2864,35615.92,192.4885
2865,13002.99,139.9568
2867,71560.17,139.9512
2870,6402.95,149.9447
2871,45142.5,159.9349
2872,38759.29,192.4567
2874,45989.68,255.1336
2875,62894.22,92.45514
2876,56815.09,179.9476
2877,66357.52,147.4564
2878,89957.16,169.9447
2880,9856.89,137.4836
2881,14834.59,237.6549
2882,13210.96,137.4872
2884,107174.6,137.4686
2885,11923.86,137.4872
2888,60364.04,222.6362
2890,14973.52,174.9768
2891,9327.52,235.1417
2892,33504.33,184.9647
2893,44312.5,147.4421
2894,29125.59,174.9755
2895,34797.6,214.9663
2896,29268.79,147.4564
2898,54794.23,227.4754
2900,22137.33,152.4798
2901,32713.07,252.6378
2902,29090.38,182.4608
2903,13925.38,219.9902
2904,30454.69,107.482
2906,2439.79,149.9483
2908,19739.42,220.1185
2909,17241.1,217.4725
2910,36384.55,195.0062
2911,8168.76,159.9349
2912,122915.6,230.1051
2913,79117.6,92.45514
2914,36415.41,164.9647
2915,6528.33,199.9902
2917,26040.67,127.4958
2918,29604.72,182.4538
2919,29321.73,194.9699
2920,6548.73,167.4564
2921,13029.09,174.9581
2922,9443.65,127.4601
2923,39940.05,147.4564
2924,34293.99,177.4876
2925,20537.04,204.9797
2926,98436.93,219.9902
2927,34512.65,124.9607
2928,23241.01,194.9663
2929,28600.78,204.9634
2931,24271.95,194.9744
2932,10192.04,157.4836
2933,6932.32,245.147
2935,33172.33,174.9755
2936,16447.16,149.9621
2937,41899.29,212.6415
2938,43859.06,159.965
2939,9791.48,114.9728
2940,13656.87,192.4705
2942,23661.52,162.4608
2943,91022.36,159.983
2944,17670.66,222.6143
2945,34492.59,184.9797
2946,12530.16,169.9378
2947,55438.14,152.4742
2948,27450.8,245.1457
2949,1722.01,147.4783
2951,10121.11,242.6143
2952,15469.0,194.9744
2953,78059.33,197.4876
2955,104362.5,162.497
2956,22830.86,129.9778
2957,15240.37,124.9781
2958,59871.53,182.497
2960,33035.98,117.4686
2962,35404.27,172.5104
2964,49071.14,169.9378
2965,26019.32,127.4601
2966,70043.21,210.1051
2967,113641.2,182.4608
2968,25667.66,152.5104
2970,42972.18,139.9512
2971,46151.13,162.4608
2973,13230.67,149.9483
2974,55794.29,104.9781
2975,25877.54,124.9607
2977,119667.4,172.4742
2978,44420.18,124.9781
2979,13360.17,137.4836
2980,19990.91,182.4676
2981,50965.27,245.147
2983,96753.8,232.6415
2984,30207.09,207.6094
2985,45633.91,137.4836
2987,29782.39,265.147
2988,8249.6,112.4551
2989,18493.95,164.9889
2990,123891.9,174.9755
2991,16226.12,162.4538
2992,19427.81,265.1283
2993,117623.7,162.4653
2994,5317.94,159.9794
2995,8461.79,220.1149
2996,84399.36,152.4624
2998,51108.77,139.983
2999,66148.83,235.1372
3001,145569.5,174.9919
3003,48267.33,164.9853
3004,15864.7,242.6281
3005,37734.22,245.1457
3006,14433.56,255.1198
3007,89441.6,149.9915
3008,74252.79,169.9378
3009,43930.42,169.9928
3011,25979.07,117.4686
3012,34356.62,182.4653
3013,44779.1,255.1336
3014,103306.6,192.4567
3015,5505.74,174.9882
3018,96788.12,182.4653
3019,12100.28,124.9607
3021,10270.29,149.9621
3022,104539.2,104.9781
3023,26803.44,222.6362
3024,44900.84,262.6106
3025,67156.75,149.9598
3026,28738.5,200.1323
3027,63286.15,132.466
3028,32221.49,159.9512
3030,45594.27,162.4526
3031,72663.08,182.4433
3032,27157.3,184.9647
3033,43620.71,275.1336
3034,36149.29,232.6378
3035,17615.71,159.9349
3036,40599.16,172.4441
3037,38418.96,127.4783
3038,69960.26,222.6143
3039,43618.17,252.6378
3040,75452.77,217.4725
3041,43098.2,210.127
3042,35388.48,172.5104
3043,37993.51,212.6415
3046,27675.71,267.6427
3048,32745.98,137.4836
3049,41643.14,172.4885
3051,19508.33,124.9643
3052,40528.85,202.4433
3055,94836.83,257.6375
3056,65435.46,137.4698
3057,28593.48,159.965
3058,34127.24,164.967
3059,42517.98,245.1283
3060,61879.76,212.6228
3062,78712.17,152.4624
3063,33869.92,169.9447
3066,41550.85,202.4433
3067,34940.98,174.9919
3068,129628.7,200.1323
3070,72764.42,147.4783
3071,32017.56,162.4538
3072,11722.42,144.9607
3073,45888.26,162.4526
3074,14090.14,192.4567
3075,64315.91,222.65
3076,48178.83,149.9598
3077,22985.19,162.4676
3078,27187.1,152.4742
3079,13131.39,169.9378
3080,38867.93,172.4567
3081,54741.36,197.4725
3082,62709.94,159.9476
3083,53227.7,232.6228
3085,18946.77,149.9483
3086,27134.99,129.9621
3087,11711.93,140.0049
3088,6196.02,92.45514
3089,24130.48,267.6427
3090,26224.1,107.4958
3091,28588.01,162.4608
3092,28507.21,94.97283
3094,35801.05,204.9496
3095,26435.11,210.127
3097,69658.99,137.4872
3098,27549.98,182.4433
3099,35531.41,152.4624
3100,25114.38,192.4404
3101,29712.43,179.9794
3103,34502.38,187.6094
3105,23852.88,167.4564
3106,65905.06,124.9607
3107,80392.41,149.9378
3108,15539.98,187.6094
3109,37204.88,182.497
3110,75961.5,139.9512
3111,58668.34,162.4689
3112,47909.61,167.4564
3114,19734.93,159.9476
3115,7399.99,222.6143
3116,35061.97,129.9778
3117,14589.73,242.6106
3118,44039.11,172.4579
3119,29538.29,225.1457
3120,160589.2,129.9598
3121,36501.12,184.967
3122,35976.11,162.4689
3123,12234.1,204.961
3124,69885.69,132.466
3125,54010.14,245.147
3126,48487.99,220.1185
3127,44250.65,117.4686
3128,88400.03,222.6143
3129,59983.38,235.1591
3130,120286.2,184.9634
3131,48005.6,172.4555
3132,167566.6,147.4738
3133,22272.17,287.6427
3134,40760.02,245.147
3135,17373.47,255.1417
3137,47516.45,187.4974
3138,88294.82,222.6143
3140,44844.68,127.4783
3141,36899.75,210.1051
3142,39158.11,169.9741
3143,46677.89,139.965
3144,97020.52,120.0049
3146,117185.4,192.4885
3147,7396.95,152.4798
3148,99411.44,159.9794
3149,64204.39,172.4555
3150,9119.54,137.4836
3151,30891.62,127.4958
3152,63754.19,152.4798
3153,52174.46,197.4725
3154,39653.88,172.5104
3155,55755.9,137.4392
3156,11020.25,134.9509
3157,13631.29,287.6427
3158,22294.46,190.127
3159,8615.0,219.9902
3160,78517.82,240.1149
3161,80733.05,139.9568
3163,76990.4,172.5104
3164,9302.37,197.4725
3166,69237.04,129.9621
3167,26026.91,139.9568
3168,70138.08,187.4673
3170,21183.28,204.9797
3172,30511.85,197.4702
3174,13325.5,117.4392
3175,40668.61,204.9797
3176,1817.99,162.4833
3177,22626.98,137.4836
3178,31777.28,194.9663
3182,111779.6,139.9512
3183,14642.58,142.4827
3184,25891.09,204.9797
3185,5919.03,149.9598
3186,57025.5,139.9349
3187,32559.23,172.4885
3188,18088.6,182.4433
3189,7434.02,255.1336
3190,63832.69,149.9621
3191,24740.03,210.1051
3192,32733.34,177.4945
3193,9368.25,157.4836
3195,12565.71,182.447
3196,7657.12,149.9778
3197,40651.57,182.4433
3201,19228.48,232.6378
3202,36779.84,162.5007
3203,37089.25,204.961
3204,28065.13,112.4551
3206,21294.79,174.9919
3207,78317.51,162.497
3208,22667.79,139.9349
3209,66420.62,137.4836
3211,41877.51,144.9889
3214,15662.37,207.6094
3215,32643.06,159.965
3216,18025.26,149.9483
3217,38472.15,182.4433
3218,22517.47,212.6228
3219,14745.2,179.9656
3222,4631.67,232.624
3223,37535.82,192.4404
3225,12457.3,159.9512
3227,29161.81,144.9607
3228,71364.52,257.6513
3230,17625.52,124.9781
3231,98555.98,182.4538
3232,33482.23,139.9512
3233,19275.26,169.9928
3234,61913.12,159.9349
3236,38960.89,152.466
3239,48318.32,169.9447
3240,68325.35,194.9744
3241,43121.79,182.4653
3243,36209.68,147.4738
3245,77235.23,147.4564
3246,1443.24,214.9663
3247,80104.26,137.4872
3248,3174.98,197.4725
3249,9437.06,187.6094
3250,8698.92,222.65
3251,48448.03,277.6375
3252,18955.08,129.9621
3253,38487.58,124.9643
3254,24481.75,134.9509
3255,37715.18,159.965
3256,3514.8,154.9618
3259,4441.06,174.9755
3260,32964.42,184.967
3261,17202.87,174.9618
3262,26319.53,139.965
3263,71453.49,124.9607
3264,38594.93,267.6647
3265,11257.58,157.4698
3266,16749.24,214.9525
3267,53808.11,149.9915
3268,95843.1,164.9715
3269,36171.15,164.967
3270,34784.01,204.961
3271,43134.57,92.45514
3272,35168.77,207.6094
3273,17555.47,184.9715
3274,20179.28,187.4974
3275,29491.37,192.4705
3276,40453.58,129.9621
3278,24847.04,202.6362
3281,14413.03,207.6094
3282,79480.55,159.965
3283,90839.09,147.4421
3284,44641.21,172.4705
3285,10881.57,204.961
3286,6992.92,182.4608
3287,46369.85,159.9512
3288,24173.97,127.4601
3289,41158.63,92.45514
3290,32865.97,242.6281
3291,67295.09,194.9581
3292,80363.72,204.9634
3293,24322.13,147.4738
3295,54417.19,167.4564
3296,34545.05,184.967
3297,23753.54,92.45514
3301,25781.26,142.4713
3302,42546.5,172.4705
3303,23947.08,157.4836
3304,54416.48,147.4738
3305,16577.49,187.4811
3307,24077.35,232.6228
3308,11960.32,252.624
3309,110886.7,194.9768
3311,29217.49,265.147
3312,24005.64,265.147
3313,45094.63,179.9794
3314,16288.42,242.6143
3315,28911.74,230.1051
3316,30663.14,255.1372
3317,5183.35,114.9509
3318,49672.91,129.9598
3319,52314.19,104.9781
3321,14764.79,157.4698
3322,17822.29,240.1149
3323,62238.79,265.147
3324,3834.42,207.4754
3325,51224.64,172.4579
3326,34132.82,235.1417
3327,30533.59,104.9781
3328,44313.68,235.1417
3330,64916.19,149.9483
3331,28284.38,172.4705
3332,81902.07,182.4433
3337,20068.93,137.4686
3338,93936.05,232.6228
3339,13642.29,182.447
3340,72454.65,235.1417
3341,77001.42,174.9768
3342,89567.28,137.4698
3343,95261.66,139.965
3344,74297.66,104.9643
3345,48511.64,194.9663
3346,38577.14,235.1555
3347,58555.84,184.9496
3349,14937.87,104.9643
3350,43426.86,184.9785
3351,20652.62,275.1198
3353,35023.77,162.4526
3354,96431.37,162.4833
3355,71043.31,147.4421
3356,52728.01,147.4564
3357,47341.47,182.447
3358,6034.37,235.1555
3359,27694.81,127.4958
3360,16066.46,117.4392
3361,6508.31,124.9643
3364,37647.9,134.9509
3365,39434.88,275.1198
3366,19383.24,152.4798
3367,28581.48,104.9781
3368,11332.09,207.6094
3369,2260.89,210.127
3370,29224.99,104.9643
3372,37466.03,255.1417
3373,26986.49,127.4783
3374,23856.19,127.4421
3375,16333.38,182.4676
3376,16735.53,187.4847
3377,45571.68,255.1336
3379,29094.86,92.45514
3380,4803.08,164.967
3381,55492.69,134.9509
3382,18585.86,204.9634
3383,25057.85,245.1283
3384,74396.6,194.9663
3385,45840.55,117.4392
3386,25281.46,209.9931
3388,28936.68,120.0049
3389,40574.0,147.4601
3390,20110.67,169.9447
3391,16297.64,167.4564
3393,31020.23,230.1051
3395,53461.96,194.9699
3396,4769.63,242.6143
3397,159113.5,204.9634
3398,24650.49,127.4958
3399,53519.74,252.6378
3400,75680.04,149.9778
3402,42450.26,152.4624
3404,47190.38,237.6549
3405,17558.9,157.4836
3406,27196.91,149.9621
3410,10272.73,187.4974
3411,72962.35,179.9794
3413,44802.98,179.9794
3414,18238.62,139.9349
3416,39060.62,152.5104
3417,71445.14,220.1149
3418,35979.55,147.4564
3419,40493.15,174.9755
3420,23707.83,245.1457
3423,100685.6,137.4392
3424,15869.36,204.9797
3425,24979.03,270.1604
3426,41375.24,242.6281
3427,39999.89,192.4567
3428,31038.27,207.4974
3429,13616.82,247.6647
3430,54482.53,164.9853
3432,11204.06,142.4713
3433,34953.83,192.4705
3435,90696.33,164.9647
3436,57667.86,172.4567
3437,56215.68,124.9607
3438,27127.11,210.1051
3439,18347.88,157.4836
3440,5508.83,192.4705
3441,34538.89,162.4608
3442,28695.86,114.9728
3443,35876.08,127.4738
3444,72718.86,149.9621
3446,47800.15,149.9483
3447,22740.18,192.4404
3448,26939.34,149.9621
3450,33208.17,262.6106
3451,40386.0,212.6415
3452,41141.29,152.4798
3454,59694.68,245.1283
3456,17724.54,147.4564
3457,25209.97,172.4624
3458,58435.78,157.4698
3459,69335.71,207.4974
3461,25560.03,194.9768
3463,31719.35,162.4653
3465,44295.41,124.9607
3466,121055.6,262.6106
3467,60633.22,194.9699
3469,25588.69,149.9598
3470,59610.65,162.4526
3473,42496.34,129.9621
3475,1616.02,214.9663
3476,21225.8,204.961
3477,11673.7,184.9853
3478,80780.17,222.6143
3480,62026.58,147.4601
3482,32386.97,187.4811
3484,43810.04,204.9634
3485,61174.45,162.447
3486,22418.92,240.1149
3487,11047.8,127.4783
3488,26817.82,159.9476
3489,25182.77,127.4601
3490,149959.8,114.9728
3491,91355.72,202.4433
3492,16288.49,174.9882
3493,15953.2,179.9476
3494,22413.89,127.4783
3495,28090.98,172.4742
3498,13308.45,147.4738
3499,13961.97,149.9483
3500,33601.53,127.4738
3501,26071.16,200.1323
3502,37556.53,159.9794
3503,6484.19,169.9928
3504,55038.41,124.9781
3505,5549.06,137.4686
3506,20755.11,114.9728
3508,17165.11,169.9928
3509,13808.1,179.9476
3510,4048.78,242.6143
3511,39335.12,182.4653
3512,97691.33,137.4872
3514,20071.49,147.4601
3515,20297.39,139.9349
3516,142086.1,179.9656
3517,42555.36,114.9509
3518,71843.2,152.4579
3520,27655.18,149.9447
3521,61325.92,240.1149
3522,23360.41,112.4551
3523,10331.03,147.4783
3524,67893.56,192.4705
3525,11731.88,124.9781
3526,39369.75,182.4538
3527,24813.82,232.6228
3529,38862.22,179.9476
3530,51970.63,119.9568
3531,85194.69,127.4421
3532,31746.59,139.9349
3533,37585.88,245.1283
3534,1109.71,174.9744
3535,79280.36,172.4441
3536,28384.6,184.9785
3537,103112.3,184.9496
3538,28758.05,247.6647
3539,98660.88,167.4564
3540,4647.27,194.9699
3541,4247.27,147.4738
3542,36032.27,127.4421
3543,24352.1,220.1323
3544,87583.09,162.497
3545,32719.05,159.9512
3546,45652.37,139.9568
3547,28965.11,120.0049
3548,18071.91,129.9621
3549,57982.69,255.1555
3551,13474.86,207.6094
3552,6574.26,177.4945
3553,49074.95,207.6094
3554,42118.19,232.6415
3555,125660.1,220.1149
3556,64478.9,127.4783
3557,84147.24,127.4958
3558,24395.37,149.9741
3559,86105.44,169.9447
3560,138122.3,192.4404
3561,32710.04,235.1417
3562,33413.26,92.45514
3564,108287.6,172.5104
3565,57341.94,154.9755
3566,22358.24,192.4885
3567,10280.98,214.9525
3568,90112.25,184.961
3569,20471.67,217.484
3572,77348.17,137.4698
3573,25600.39,152.4555
3574,63127.05,187.6094
3575,31393.24,127.4601
3577,44776.03,197.4945
3578,15584.37,220.1185
3579,29334.74,157.4698
3580,27783.12,194.9699
3582,7582.93,172.4555
3584,5391.05,142.4689
3585,32617.88,187.4673
3586,51544.62,175.0062
3588,43656.7,112.4551
3589,38742.66,214.9663
3591,33917.44,149.9598
3592,35820.71,182.4833
3593,48079.33,182.497
3594,14910.59,149.9621
3595,22872.65,124.9781
3598,35764.01,255.1555
3600,25103.37,149.9598
3601,125769.6,172.4567
3602,3492.34,265.1283
3603,23460.04,149.9928
3604,31889.03,119.9568
3605,30213.21,137.4392
3606,5269.25,117.4686
3607,18846.09,220.1323
3608,50538.21,149.9447
3609,18247.04,179.9656
3610,67258.0,192.4885
3611,63089.7,222.65
3612,66315.62,132.466
3613,44238.22,162.4526
3614,46451.52,149.9447
3615,26074.94,232.6415
3616,28367.56,139.9568
3617,64727.28,104.9643
3619,50015.49,200.1323
3620,32185.18,184.9853
3621,16494.19,137.4686
3623,26072.74,152.4624
3626,35924.8,149.9741
3627,35693.42,144.9607
3629,27579.75,212.6415
3630,28020.92,139.9875
3631,43471.21,235.1555
3632,48188.1,159.965
3634,54411.48,152.4742
3635,30261.27,137.4392
3637,15137.08,179.9476
3638,27953.84,204.9797
3640,24008.52,179.9794
3641,24799.72,137.4872
3643,47854.43,162.4713
3644,22879.56,149.9378
3645,12002.38,117.4392
3646,17878.4,147.4738
3648,21061.0,162.4689
3650,7401.68,152.4579
3651,15012.17,147.4783
3652,5875.82,157.4836
3653,12382.36,107.4958
3654,29702.84,120.0049
3656,39983.19,140.0049
3657,12174.49,159.9794
3658,17570.65,169.9928
3661,152972.9,164.9715
3663,30433.22,162.4833
3664,30034.37,182.497
3665,55271.5,147.4601
3668,31991.43,137.4686
3669,10085.48,142.5007
3672,20454.49,117.4392
3673,18911.92,149.9598
3676,21741.59,117.4686
3677,35306.17,169.9378
3678,30933.38,204.9634
3679,14917.11,127.4783
3681,33377.2,172.4441
3682,46339.12,162.4653
3684,19384.87,149.9621
3685,56728.64,182.4608
3686,30113.06,169.9741
3687,24654.14,137.4872
3688,34620.48,172.4624
3689,17176.57,182.497
3691,41250.17,182.447
3692,26175.98,139.9512
3695,48268.53,152.4742
3697,10124.99,127.4421
3698,8058.36,174.9699
3700,31693.07,182.4433
3701,69455.07,162.4676
3702,42568.16,195.0062
3703,85352.98,255.1336
3704,10773.24,104.9781
3705,60834.36,142.5007
3706,25009.73,162.4827
3708,61022.41,147.4601
3709,17116.5,152.4441
3711,45150.63,119.9568
3712,7141.05,164.9889
3713,36983.01,162.4833
3714,84067.95,192.4567
3715,25338.56,149.9447
3717,1987.78,139.965
3718,12050.23,104.9781
3719,20318.27,112.4551
3721,35738.68,194.9699
3722,62575.22,142.4689
3723,19168.31,227.4754
3725,55120.82,172.4705
3726,94629.64,127.4738
3727,40870.51,149.9378
3728,21549.44,112.4551
3729,33565.09,182.4608
3730,13813.36,174.9744
3731,28894.68,162.4713
3732,59919.2,159.983
3733,55714.69,207.4811
3734,59346.15,204.9634
3736,20592.92,182.4538
3737,25857.74,147.4601
3738,8528.16,160.0013
3739,36616.04,207.6094
3740,68426.04,257.6513
3741,77751.56,252.624
3742,74229.42,204.961
3743,32902.71,147.4601
3744,147682.0,162.4676
3745,114160.2,174.9581
3746,15905.44,287.6427
3747,39804.48,257.6549
3748,40512.96,172.4624
3749,9708.23,222.6326
3750,38186.34,117.4392
3751,96898.83,169.9447
3752,16964.77,159.9512
3754,31997.45,119.9568
3755,11529.46,169.9928
3757,9030.67,114.9509
3758,10762.84,192.4885
3759,7382.53,127.4738
3761,73952.76,182.4676
3762,16514.35,174.9882
3763,14759.93,162.4608
3764,14666.27,184.9634
3765,12191.65,169.9378
3766,23838.68,192.4705
3767,26775.75,107.482
3768,5660.44,142.4713
3769,64905.5,242.6106
3770,31192.93,290.1604
3771,28158.14,194.9768
3772,9467.94,162.4653
3773,29614.14,194.9663
3774,20532.13,222.6281
3775,43579.88,252.6378
3777,50525.8,142.4526
3778,40758.81,159.9875
3779,26317.3,245.1283
3780,17942.27,212.6415
3781,59065.06,182.4608
3782,172372.2,124.9607
3783,11989.65,207.4754
3785,13760.2,257.6549
3786,97088.5,169.9928
3787,63208.86,245.1457
3790,40982.78,245.132
3791,29693.06,190.127
3792,105302.4,149.9378
